UUID;AB_gruppe;adresse;Name;Strasse;Hsnr;Plz;Ort;Info AB
18cffea1-537a-42ee-8b5c-7ff4eece1cbc;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Rothenburg ob der Tauber, Marktplatz 1, 91541 Rothenburg ob der Tauber;Große Kreisstadt Rothenburg ob der Tauber;Marktplatz;1;91541;Rothenburg ob der Tauber;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Rothenburg ob der Tauber<br>Marktplatz 1<br>91541 Rothenburg ob der Tauber
cfc2c3a2-6af5-4fd9-bd17-935920155531;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Schwandorf, Spitalgarten 1, 92421 Schwandorf;Große Kreisstadt Schwandorf;Spitalgarten;1;92421;Schwandorf;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Schwandorf<br>Spitalgarten 1<br>92421 Schwandorf
f7698132-643c-49c4-8195-11293f3b4083;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Selb, Ludwigstraße 6, 95100 Selb;Große Kreisstadt Selb;Ludwigstraße;6;95100;Selb;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Selb<br>Ludwigstraße 6<br>95100 Selb
d4a5a4e4-146e-4e69-a9ff-1b9bb2215b3c;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Traunstein, Stadtplatz 39, 83278 Traunstein;Große Kreisstadt Traunstein;Stadtplatz;39;83278;Traunstein;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Traunstein<br>Stadtplatz 39<br>83278 Traunstein
c67a1b8e-33e0-4b7c-aeab-2c314310df99;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Weißenburg i.Bay., Marktplatz 19, 91781 Weißenburg in Bayern;Große Kreisstadt Weißenburg i.Bay.;Marktplatz;19;91781;Weißenburg in Bayern;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Weißenburg i.Bay.<br>Marktplatz 19<br>91781 Weißenburg in Bayern
c6a5c87e-0254-4908-b8e7-3a98c4bfd5b1;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Münchner Wohnen GmbH, Gustav-Heinemann-Ring 111, 81379 München;GWG München;Heimeranstr.;31;80339;München;<h3>Abrufberechtigter: </h3><p>GWG München<br>Heimeranstr. 31<br>80339 München
dc4a56ab-d7b5-4c1b-9366-2e36a671a5bb;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Comenius, Jahnstraße 8, 94469 Deggendorf;Gymnasium Comenius;Jahnstraße;8;94469;Deggendorf;<h3>Abrufberechtigter: </h3><p>Gymnasium Comenius<br>Jahnstraße 8<br>94469 Deggendorf
9c076cbc-e873-4f50-a0ac-cf9399d1ce92;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Gabrieli, Luitpoldstraße 40, 85072 Eichstätt;Gymnasium Gabrieli;Luitpoldstraße;40;85072;Eichstätt;<h3>Abrufberechtigter: </h3><p>Gymnasium Gabrieli<br>Luitpoldstraße 40<br>85072 Eichstätt
09e2aeff-6e54-4e21-947f-9ce54c973ed4;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Hohenschwangau, Colomanstr. 10, 87645 Schwangau;Gymnasium Hohenschwangau;Colomanstr.;10;87645;Schwangau;<h3>Abrufberechtigter: </h3><p>Gymnasium Hohenschwangau<br>Colomanstr. 10<br>87645 Schwangau
45fd1d0e-7219-4537-9a39-c5fa9e0deb8a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Markgräfin- Wilhelmine, Königsallee 17, 95448 Bayreuth;Gymnasium Markgräfin- Wilhelmine;Königsallee;17;95448;Bayreuth;<h3>Abrufberechtigter: </h3><p>Gymnasium Markgräfin- Wilhelmine<br>Königsallee 17<br>95448 Bayreuth
e9372c6b-40fe-42d3-b392-f0f5c7b7a664;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Marktoberdorf, Mühlsteig 23, 87616 Marktoberdorf;Gymnasium Marktoberdorf;Mühlsteig;23;87616;Marktoberdorf;<h3>Abrufberechtigter: </h3><p>Gymnasium Marktoberdorf<br>Mühlsteig 23<br>87616 Marktoberdorf
4056919f-a4c9-4735-b79e-5f8c6d85ebcd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Matthias-Grünewald, Zwerchgraben 1, 97074 Würzburg;Gymnasium Matthias-Grünewald;Zwerchgraben;1;97074;Würzburg;<h3>Abrufberechtigter: </h3><p>Gymnasium Matthias-Grünewald<br>Zwerchgraben 1<br>97074 Würzburg
6265923a-0f5b-4d0e-84ca-e535f888ade6;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Pegnitz, Wilhelm-von-Humboldt-Str. 7, 91257 Pegnitz;Gymnasium Pegnitz;Wilhelm-von-Humboldt-Str.;7;91257;Pegnitz;<h3>Abrufberechtigter: </h3><p>Gymnasium Pegnitz<br>Wilhelm-von-Humboldt-Str. 7<br>91257 Pegnitz
e9515057-3121-476d-8af5-a04cf3727725;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gymnasium Pfarrkirchen, Arnstorfer Straße 9, 84347 Pfarrkirchen;Gymnasium Pfarrkirchen;Arnstorfer Straße;9;84347;Pfarrkirchen;<h3>Abrufberechtigter: </h3><p>Gymnasium Pfarrkirchen<br>Arnstorfer Straße 9<br>84347 Pfarrkirchen
47bcfb3e-f8e5-49da-aaad-3336b7fca83f;Gruppe 4, gem. §4 Abs 4 Punkt 4 RV;Hafen Nürnberg-Roth GMBH, Rotterdamer Str. 2, 90451 Nürnberg;Hafen Nürnberg-Roth GmbH;Rotterdamer Str.;2;90451;Nürnberg;<h3>Abrufberechtigter: </h3><p>Hafen Nürnberg-Roth GmbH<br>Rotterdamer Str. 2<br>90451 Nürnberg
4f591929-0946-48a5-aae3-ce0cc9f2c95a;Gruppe 5, gem. §4a RV Los 2;Handwerkskammer für Schwaben, Siebentischstr. 52-58, 86161 Augsburg;Handwerkskammer für Schwaben;Siebentischstr.;52-58;86161;Augsburg;<h3>Abrufberechtigter: </h3><p>Handwerkskammer für Schwaben<br>Siebentischstr. 52-58<br>86161 Augsburg
29ffaa0a-daed-4d57-b4c5-a30545d92d62;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Haus der Bayerischen Geschichte, Zeuggasse 7, 86150 Augsburg;Haus der Bayerischen Geschichte;Zeuggasse;7;86150;Augsburg;<h3>Abrufberechtigter: </h3><p>Haus der Bayerischen Geschichte<br>Zeuggasse 7<br>86150 Augsburg
487df399-3d1b-44ef-b3f1-6821ac9f29c1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Haus des Deutschen Ostens, Am Lilienberg 5, 81669 München;Haus des Deutschen Ostens;Am Lilienberg;5;81669;München;<h3>Abrufberechtigter: </h3><p>Haus des Deutschen Ostens<br>Am Lilienberg 5<br>81669 München
6f8e3992-43f1-41b8-b2a0-612a46f36c55;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Herzo Werke GmbH, Schießhausstr. 9, 91074 Herzogenaurach;Herzo Werke GmbH;Schießhausstr.;9;91074;Herzogenaurach;<h3>Abrufberechtigter: </h3><p>Herzo Werke GmbH<br>Schießhausstr. 9<br>91074 Herzogenaurach
7b98fc04-af65-45e7-90bc-309346e5ae13;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für angewandte Wissenschaften Ansbach, Residenzstraße 8, 91522 Ansbach;Hochschule für angewandte Wissenschaften Ansbach;Residenzstraße;8;91522;Ansbach;<h3>Abrufberechtigter: </h3><p>Hochschule für angewandte Wissenschaften Ansbach<br>Residenzstraße 8<br>91522 Ansbach
e46a966f-d554-4877-b52b-7b1d433a867a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Augsburg, An der Hochschule 1, 86161 Augsburg;Hochschule für Angewandte Wissenschaften Augsburg;An der Hochschule;1;86161;Augsburg;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Augsburg<br>An der Hochschule 1<br>86161 Augsburg
52659955-6f89-4e79-a48a-8b206b871df5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Coburg, Friedrich-Streib-Str. 2, 96450 Coburg;Hochschule für Angewandte Wissenschaften Coburg;Friedrich-Streib-Str.;2;96450;Coburg;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Coburg<br>Friedrich-Streib-Str. 2<br>96450 Coburg
7f8af7d7-197c-41ae-87c9-3521effa7a03;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Hof, Alfons-Goppel-Platz 1, 95028 Hof;Hochschule für Angewandte Wissenschaften Hof;Alfons-Goppel-Platz;1;95028;Hof;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Hof<br>Alfons-Goppel-Platz 1<br>95028 Hof
81829ade-4ca6-47af-b253-bc9a2bbfad0c;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Kempten, Bahnhofstraße 61, 87435 Kempten (Allgäu);Hochschule für Angewandte Wissenschaften Kempten;Bahnhofstraße;61;87435;Kempten (Allgäu);<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Kempten<br>Bahnhofstraße 61<br>87435 Kempten (Allgäu)
a5ed6d44-2b6a-4d47-b177-2e6766eb48b9;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Landshut, Am Lurzenhof 1, 84036 Landshut;Hochschule für Angewandte Wissenschaften Landshut;Am Lurzenhof;1;84036;Landshut;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Landshut<br>Am Lurzenhof 1<br>84036 Landshut
9aca9fc3-ab70-4269-9048-903279e2fa26;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften München, Lothstr. 34, 80335 München;Hochschule für Angewandte Wissenschaften München;Lothstr.;34;80335;München;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften München<br>Lothstr. 34<br>80335 München
1aacb6b2-cf84-4080-8307-df344a5b49a8;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für angewandte Wissenschaften Neu-Ulm, Wileystraße 1, 89231 Neu-Ulm;Hochschule für angewandte Wissenschaften Neu-Ulm;Wileystraße;1;89231;Neu-Ulm;<h3>Abrufberechtigter: </h3><p>Hochschule für angewandte Wissenschaften Neu-Ulm<br>Wileystraße 1<br>89231 Neu-Ulm
031ef18d-a27c-4de7-a7e1-f78b4a1921b9;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt Abteilung Schweinfurt, Ignaz-Schön-Str. 11, 97421 Schweinfurt;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt Abteilung Schweinfurt;Ignaz-Schön-Str.;11;97421;Schweinfurt;<h3>Abrufberechtigter: </h3><p>Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt Abteilung Schweinfurt<br>Ignaz-Schön-Str. 11<br>97421 Schweinfurt
64ca905f-755c-4d8c-ba57-7dc05989145f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt, Münzstraße 12, 97070 Würzburg;Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt;Münzstraße;12;97070;Würzburg;<h3>Abrufberechtigter: </h3><p>Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt<br>Münzstraße 12<br>97070 Würzburg
2d0d7aed-fc49-420f-8896-26216ffe8cc1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Allgemeine Innere Verwaltung, Wirthstr. 51, 95028 Hof;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Allgemeine Innere Verwaltung;Wirthstr.;51;95028;Hof;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Allgemeine Innere Verwaltung<br>Wirthstr. 51<br>95028 Hof
8b2a39ee-c7a8-48e3-a3f7-ed0f5abcb687;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Archiv- und Bibliothekswesen, Königinstraße 11, 80539 München;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Archiv- und Bibliothekswesen;Königinstraße;11;80539;München;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Archiv- und Bibliothekswesen<br>Königinstraße 11<br>80539 München
02bfce0c-64a2-4ba4-a791-ce45ff64ae84;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Finanzwesen, Rauscher Str. 10, 82211 Herrsching a. Ammersee;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Finanzwesen;Rauscher Str.;10;82211;Herrsching a. Ammersee;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Finanzwesen<br>Rauscher Str. 10<br>82211 Herrsching a. Ammersee
4a3f5f21-8505-4313-a457-202a976cfd6f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Polizei, Fürstenfelder Straße 29, 82256 Fürstenfeldbruck;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Polizei;Fürstenfelder Straße;29;82256;Fürstenfeldbruck;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Polizei<br>Fürstenfelder Straße 29<br>82256 Fürstenfeldbruck
20160616-2882-47c8-a580-e16e4685f03f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Rechtspflege, Josef-Sigl-Str. 4, 82319 Starnberg;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Rechtspflege;Josef-Sigl-Str.;4;82319;Starnberg;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Rechtspflege<br>Josef-Sigl-Str. 4<br>82319 Starnberg
49c0de7f-cd5b-434f-8131-f18cdff4f8d3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Sozialverwaltung, Im Hag 14, 83512 Wasserburg a.Inn;Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Sozialverwaltung;Im Hag;14;83512;Wasserburg a.Inn;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Fachbereich Sozialverwaltung<br>Im Hag 14<br>83512 Wasserburg a.Inn
c0c18e9d-bdb6-40f9-a9df-51f55ba68d3c;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für den öffentlichen Dienst in Bayern - Zentralverwaltung, Wagmüllerstraße 20, 80538 München;Hochschule für den öffentlichen Dienst in Bayern - Zentralverwaltung;Wagmüllerstraße;20;80538;München;<h3>Abrufberechtigter: </h3><p>Hochschule für den öffentlichen Dienst in Bayern - Zentralverwaltung<br>Wagmüllerstraße 20<br>80538 München
cdb5bb95-3412-4a3d-bc9b-11e585b01093;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Fernsehen und Film, Bernd-Eichinger-Platz 1, 80333 München;Hochschule für Fernsehen und Film;Bernd-Eichinger-Platz;1;80333;München;<h3>Abrufberechtigter: </h3><p>Hochschule für Fernsehen und Film<br>Bernd-Eichinger-Platz 1<br>80333 München
f733238c-3aba-46e8-bfa0-5b7e287e4cd6;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Musik Nürnberg, Veilhofstraße 34, 90489 Nürnberg;Hochschule für Musik Nürnberg;Veilhofstraße;34;90489;Nürnberg;<h3>Abrufberechtigter: </h3><p>Hochschule für Musik Nürnberg<br>Veilhofstraße 34<br>90489 Nürnberg
028ef194-b78d-49bd-9f0c-abb77701d075;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Musik und Theater München, Arcisstraße 12, 80333 München;Hochschule für Musik und Theater München;Arcisstraße;12;80333;München;<h3>Abrufberechtigter: </h3><p>Hochschule für Musik und Theater München<br>Arcisstraße 12<br>80333 München
2fedfcbe-651b-4fa8-8246-ef7365a0d710;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Musik Würzburg, Hofstallstr. 6 - 8, 97070 Würzburg;Hochschule für Musik Würzburg;Hofstallstr.;6 - 8;97070;Würzburg;<h3>Abrufberechtigter: </h3><p>Hochschule für Musik Würzburg<br>Hofstallstr. 6 - 8<br>97070 Würzburg
b58b4cee-cff7-46e7-bd04-a2fd9fd87e06;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule für Politik München, Richard-Wagner-Str. 1, 80333 München;Hochschule für Politik München;Richard-Wagner-Str.;1;80333;München;<h3>Abrufberechtigter: </h3><p>Hochschule für Politik München<br>Richard-Wagner-Str. 1<br>80333 München
d7799b90-5e38-4424-936b-777a33f31804;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Hochschule Weihenstephan-Triesdorf, Am Hofgarten 4, 85354 Freising;Hochschule Weihenstephan-Triesdorf;Am Hofgarten;4;85354;Freising;<h3>Abrufberechtigter: </h3><p>Hochschule Weihenstephan-Triesdorf<br>Am Hofgarten 4<br>85354 Freising
3466bbbe-7076-40c7-ad05-1068d65c4328;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;HofBus GmbH, Unterkotzauer Weg 25, 95028 Hof;HofBus GmbH;Unterkotzauer Weg;25;95028;Hof;<h3>Abrufberechtigter: </h3><p>HofBus GmbH<br>Unterkotzauer Weg 25<br>95028 Hof
35c172e0-0e31-4db1-a71c-7ce3ebc29153;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Hospitalstiftung Hof, Klosterstraße 3, 95028 Hof;Hospitalstiftung Hof;Klosterstraße;3;95028;Hof;<h3>Abrufberechtigter: </h3><p>Hospitalstiftung Hof<br>Klosterstraße 3<br>95028 Hof
d1fcdd96-8c87-4cee-bf7a-20dbd35217ba;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;IDpendant GmbH, Edisonstr. 3, 85716 Unterschleißheim;#NV;#NV;#NV;#NV;#NV;#NV
2bac16e0-ce83-4f6d-a8b2-6a143c086b3e;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;IKom Stiftland, Marktplatz 1, 95671 Bärnau;IKom Stiftland;Marktplatz;1;95671;Bärnau;<h3>Abrufberechtigter: </h3><p>IKom Stiftland<br>Marktplatz 1<br>95671 Bärnau
00938501-e2b3-4912-88ec-5f0de489f1e6;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Ilmtalklinik GmbH Krankenhaus Mainburg, Laurentiusweg 1, 84048 Mainburg;Ilmtalklinik GmbH Krankenhaus Mainburg;Laurentiusweg;1;84048;Mainburg;<h3>Abrufberechtigter: </h3><p>Ilmtalklinik GmbH Krankenhaus Mainburg<br>Laurentiusweg 1<br>84048 Mainburg
b2006e97-3bf9-42ed-8241-8c0cc00526df;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Ilmtalklinik GmbH, Krankenhausstraße 70, 85276 Pfaffenhofen a.d.Ilm;Ilmtalklinik GmbH;Krankenhausstraße;70;85276;Pfaffenhofen a.d.Ilm;<h3>Abrufberechtigter: </h3><p>Ilmtalklinik GmbH<br>Krankenhausstraße 70<br>85276 Pfaffenhofen a.d.Ilm
500f6b0c-da5f-46e9-84d2-e1ff9e295491;Gruppe 4, gem. §4 Abs 4 Punkt 4 RV;Immobilien Freistaat Bayern Regionalvertretung Oberfranken, Schranne 3, 96049 Bamberg;Immobilien Freistaat Bayern Regionalvertretung Oberfranken;Schranne;3;96049;Bamberg;<h3>Abrufberechtigter: </h3><p>Immobilien Freistaat Bayern Regionalvertretung Oberfranken<br>Schranne 3<br>96049 Bamberg
c0a320c2-2d35-40e9-81e4-f65cad053362;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Immobilien Freistaat Bayern, Lazarettstraße 67, 80636 München;Immobilien Freistaat Bayern;Lazarettstraße;67;80636;München;<h3>Abrufberechtigter: </h3><p>Immobilien Freistaat Bayern<br>Lazarettstraße 67<br>80636 München
e692ba29-9bd6-43fc-9913-115752c55d1b;fehlende AB;infra fürth gmbh, Leyher Str. 69, 90763 Fürth;infra fürth gmbh;Leyher Str.;69;90763;Fürth;<h3>Abrufberechtigter: </h3><p>infra fürth gmbh<br>Leyher Str. 69<br>90763 Fürth
507bf06d-e67f-40b2-a013-9a3cb66b89bc;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Ingolstädter Verkehrs- gesellschaft mbH, Am Nordbahnhof 3, 85049 Ingolstadt;Ingolstädter Verkehrs- gesellschaft mbH;Am Nordbahnhof;3;85049;Ingolstadt;<h3>Abrufberechtigter: </h3><p>Ingolstädter Verkehrs- gesellschaft mbH<br>Am Nordbahnhof 3<br>85049 Ingolstadt
45c408c0-9046-4d53-b2c6-8c64743461f6;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;InnKlinikum Altötting und Mühldorf, Vinzenz-von-Paul-Straße 10, 84503 Altötting;InnKlinikum Altötting und Mühldorf;Vinzenz-von-Paul-Straße;10;84503;Altötting;<h3>Abrufberechtigter: </h3><p>InnKlinikum Altötting und Mühldorf<br>Vinzenz-von-Paul-Straße 10<br>84503 Altötting
69361b91-b6d2-46c2-8068-1d4d9cb0d4e3;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Integrierte Leitstelle Passau, Am Fernsehturm 6, 94032 Passau;Integrierte Leitstelle Passau;Am Fernsehturm;6;94032;Passau;<h3>Abrufberechtigter: </h3><p>Integrierte Leitstelle Passau<br>Am Fernsehturm 6<br>94032 Passau
f76c9bfa-2e01-4f8a-9b4a-1a7a8e9d0b5b;Gruppe 4, gem. §4 Abs 4 Punkt 4 RV;International Advertising Projekt, Englbergweg 53, 84036 Landshut;#NV;#NV;#NV;#NV;#NV;#NV
35fb0a06-b004-4630-8b9a-f2a1b329d058;Gruppe 5, gem. §4a RV Los 2;International Nuremberg Principles Academy, Egidienplatz 23, 90403 Nürnberg;International Nuremberg Principles Academy;Egidienplatz;23;90403;Nürnberg;<h3>Abrufberechtigter: </h3><p>International Nuremberg Principles Academy<br>Egidienplatz 23<br>90403 Nürnberg
21618882-9e45-4634-be20-9436997bd2e2;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Internationales Künstlerhaus Villa Concordia Bamberg, Concordiastr. 28, 96049 Bamberg;Internationales Künstlerhaus Villa Concordia Bamberg;Concordiastr.;28;96049;Bamberg;<h3>Abrufberechtigter: </h3><p>Internationales Künstlerhaus Villa Concordia Bamberg<br>Concordiastr. 28<br>96049 Bamberg
564b3d2f-8bb4-4a57-a381-ba5cefbbbf3d;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;iS Software  Application Providing Service GmbH - Standort Nürnberg, Im Gewerbepark A35, 93059 Regensburg;#NV;#NV;#NV;#NV;#NV;#NV
a28e439c-3df1-4c8c-86c6-6dcb1e93a9e9;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;IT-Verbund Landsberg am Lech KU, Von-Kühlmann-Straße 15, 86899 Landsberg a.Lech;#NV;#NV;#NV;#NV;#NV;#NV
71d6bcb6-b9ce-4cdb-9383-66de3cdf4119;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Justizakademie Pegnitz, Bahnhofsteig 5, 91257 Pegnitz;#NV;#NV;#NV;#NV;#NV;#NV
a532bdc4-fa99-413e-ac30-6ac9a110df67;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Justizvollzugsanstalt Bernau a.Chiemsee, Baumannstr. 81, 83233 Bernau a.Chiemsee;Justizvollzugsanstalt Bernau a.Chiemsee;Baumannstr.;81;83233;Bernau a.Chiemsee;<h3>Abrufberechtigter: </h3><p>Justizvollzugsanstalt Bernau a.Chiemsee<br>Baumannstr. 81<br>83233 Bernau a.Chiemsee
371c2b28-8d49-4d31-8aaf-6e76164b8c5e;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Justizvollzugsanstalt Nürnberg, Mannertstr. 6, 90429 Nürnberg;Justizvollzugsanstalt Nürnberg;Mannertstr.;6;90429;Nürnberg;<h3>Abrufberechtigter: </h3><p>Justizvollzugsanstalt Nürnberg<br>Mannertstr. 6<br>90429 Nürnberg
09249fcf-3070-4bfa-bbcb-1e4f41744380;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Justizvollzugsanstalt Würzburg, Friedrich-Bergius-Ring 27, 97076 Würzburg;Justizvollzugsanstalt Würzburg;Friedrich-Bergius-Ring;27;97076;Würzburg;<h3>Abrufberechtigter: </h3><p>Justizvollzugsanstalt Würzburg<br>Friedrich-Bergius-Ring 27<br>97076 Würzburg
a32b4ead-87af-435b-a1b0-79c8664a62df;Gruppe 5, gem. §4a RV Los 2;Katholische Stiftungs- fachhochschule München, Preysingstr. 83, 81667 München;Katholische Stiftungs- fachhochschule München;Preysingstr.;83;81667;München;<h3>Abrufberechtigter: </h3><p>Katholische Stiftungs- fachhochschule München<br>Preysingstr. 83<br>81667 München
d495d967-c095-4839-8762-fa87a9eb14bc;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Katholische Universität Eichstätt-Ingolstadt, Ostenstr. 24, 85072 Eichstätt;Katholische Universität Eichstätt-Ingolstadt;Ostenstr.;24;85072;Eichstätt;<h3>Abrufberechtigter: </h3><p>Katholische Universität Eichstätt-Ingolstadt<br>Ostenstr. 24<br>85072 Eichstätt
84385a15-07c1-41bd-9c69-72e9ebe524c9;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;kbo-Inn-Salzach-Klinikum Wasserburg am Inn Schule, Direktionsgebäude-Haus 7, 83512 Wasserburg a.Inn;kbo-Inn-Salzach-Klinikum Wasserburg am Inn Schule;Direktionsgebäude-Haus;7;83512;Wasserburg a.Inn;<h3>Abrufberechtigter: </h3><p>kbo-Inn-Salzach-Klinikum Wasserburg am Inn Schule<br>Direktionsgebäude-Haus 7<br>83512 Wasserburg a.Inn
d2c2c3f0-1cd3-47b7-a850-aad915d32f96;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;kbo-Sozialpsychiatrisches Zentrum gemeinnützige GmbH, Ringstraße 13, 85540 Haar;kbo-Sozialpsychiatrisches Zentrum gemeinnützige GmbH;Ringstraße;13;85540;Haar;<h3>Abrufberechtigter: </h3><p>kbo-Sozialpsychiatrisches Zentrum gemeinnützige GmbH<br>Ringstraße 13<br>85540 Haar
02528ae9-c037-4062-a72f-42e0e3a6fb33;Gruppe 5, gem. §4a RV Los 2;Kemptener Kommunalunternehmen, Kaufbeurer Str. 15, 87437 Kempten (Allgäu);Kemptener Kommunalunternehmen;Kaufbeurer Str.;15;87437;Kempten (Allgäu);<h3>Abrufberechtigter: </h3><p>Kemptener Kommunalunternehmen<br>Kaufbeurer Str. 15<br>87437 Kempten (Allgäu)
